Date,X,Y
2021,0,184
2021,5,152
2021,10,168
2021,15,162
2021,20,72
2021,25,28
2021,28,0
2021,30,-6
2021,35,-12
2021,40,-21
2021,45,-76
2021,50,-108
2021,55,-130
2021,60,-138
2021,65,-153
2021,70,-168
2021,75,-127
2021,80,-92
